Name,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Zach Whitecloud,27,0,50,2,6,8,28,-6,1064,967,5,91,2,0,0,1,0,5,0,1,1,0,7,0,1,2,0,0.0,0.135,0.406,0.541,0.149,0.372,0.521,0.000,0.000,0.000,0.040,0.120,0.160,38,5.3,105,89,0,0,0.00
Matt Grzelcyk,29,0,52,2,6,8,37,5,1054,988,8,57,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0.0,0.131,0.394,0.525,0.140,0.420,0.560,0.000,0.000,0.000,0.038,0.115,0.154,53,3.8,46,58,0,0,0.00
Marco Scandella,33,0,59,2,6,8,13,2,755,689,1,64,1,0,1,1,0,6,0,0,0,0,7,0,1,1,0,0.0,0.162,0.485,0.646,0.088,0.531,0.619,0.000,0.000,0.000,0.034,0.102,0.136,37,5.4,61,42,0,0,0.00
Rafael Harvey-Pinard,24,1,30,1,7,8,6,0,769,635,14,119,1,0,0,0,0,6,0,1,2,0,7,0,1,2,0,0.0,0.156,1.092,1.248,0.189,1.133,1.322,0.000,0.000,0.000,0.033,0.233,0.267,22,4.6,29,33,12,23,34.29
Nikita Okhotyuk,23,0,46,1,7,8,44,-22,967,908,6,51,1,0,0,1,0,7,0,0,1,0,8,0,0,2,0,0.0,0.081,0.566,0.647,0.086,0.603,0.689,0.000,0.000,0.000,0.022,0.152,0.174,48,2.1,133,75,0,0,0.00
Jacob MacDonald,30,0,25,6,1,7,21,-12,755,668,84,1,3,3,0,0,0,0,1,0,0,0,3,4,0,0,0,57.1,1.144,0.191,1.335,0.646,0.000,0.646,5.090,1.697,6.786,0.240,0.040,0.280,43,14.0,38,16,0,3,0.00
William Carrier,29,1,34,5,2,7,16,2,674,669,2,3,5,0,0,0,0,2,0,0,1,0,7,0,0,1,0,0.0,0.784,0.314,1.098,0.791,0.317,1.108,0.000,0.000,0.000,0.147,0.059,0.206,56,8.9,72,13,6,7,46.15
Ryan Lomberg,29,1,68,5,2,7,72,1,572,547,6,18,4,1,0,2,0,2,0,0,1,0,6,1,0,3,0,14.3,0.462,0.185,0.647,0.387,0.193,0.580,8.780,0.000,8.780,0.074,0.029,0.103,65,7.7,166,16,4,12,25.00
Zach Parise,39,1,16,4,3,7,2,0,841,730,23,88,4,0,0,1,0,2,1,0,1,0,6,1,0,2,0,14.3,1.069,0.802,1.871,1.233,0.616,1.849,0.000,9.783,9.783,0.250,0.188,0.438,33,12.1,12,13,9,18,33.33
Trevor Zegras,22,1,20,4,3,7,24,-5,1039,868,170,1,3,1,0,1,0,3,0,0,0,0,6,1,0,1,0,14.3,0.692,0.519,1.212,0.622,0.622,1.244,1.055,0.000,1.055,0.200,0.150,0.350,49,8.2,8,13,37,55,40.22
Radim Zohorna,27,1,31,4,3,7,16,0,603,565,38,0,4,0,0,1,0,3,0,0,2,0,7,0,0,3,0,0.0,0.770,0.577,1.347,0.822,0.616,1.438,0.000,0.000,0.000,0.129,0.097,0.226,38,10.5,42,5,4,5,44.44
Klim Kostin,24,1,37,4,3,7,40,-2,542,525,13,3,4,0,0,0,0,2,1,0,0,0,6,1,0,0,0,14.3,0.718,0.538,1.256,0.740,0.370,1.111,0.000,7.287,7.287,0.108,0.081,0.189,28,14.3,71,5,5,5,50.00
Noel Acciari,32,1,51,4,3,7,10,-6,788,644,3,139,4,0,0,1,0,3,0,0,0,0,7,0,0,1,0,0.0,0.358,0.269,0.627,0.438,0.328,0.766,0.000,0.000,0.000,0.078,0.059,0.137,59,6.8,112,81,287,247,53.75
MacKenzie Entwistle,24,1,57,4,3,7,43,-28,677,642,8,27,4,0,0,1,0,3,0,0,1,0,7,0,0,2,0,0.0,0.373,0.279,0.652,0.393,0.295,0.688,0.000,0.000,0.000,0.070,0.053,0.123,58,6.9,119,28,152,187,44.84
Christian Dvorak,27,1,25,3,4,7,4,-5,956,804,47,104,2,1,0,0,0,4,0,0,0,0,6,1,0,0,0,14.3,0.452,0.602,1.054,0.358,0.716,1.074,3.030,0.000,3.030,0.120,0.160,0.280,32,9.4,13,15,169,113,59.93
Gustav Lindström,25,0,31,3,4,7,16,7,903,885,0,17,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0.0,0.386,0.514,0.900,0.394,0.525,0.919,0.000,0.000,0.000,0.097,0.129,0.226,22,13.6,30,41,0,0,0.00
Vinni Lettieri,28,1,38,3,4,7,20,-8,580,533,28,18,3,0,0,0,0,4,0,0,1,0,7,0,0,1,0,0.0,0.490,0.653,1.143,0.533,0.711,1.243,0.000,0.000,0.000,0.079,0.105,0.184,41,7.3,46,23,34,30,53.13
Mathieu Olivier,26,1,39,3,4,7,51,-1,613,599,1,13,3,0,0,1,0,4,0,0,0,0,7,0,0,1,0,0.0,0.451,0.602,1.053,0.462,0.616,1.078,0.000,0.000,0.000,0.077,0.103,0.179,37,8.1,112,23,2,7,22.22
Dillon Dube,25,1,43,3,4,7,8,-13,669,593,28,47,2,1,0,0,0,4,0,0,1,0,6,1,0,1,0,14.3,0.375,0.500,0.875,0.282,0.564,0.847,2.910,0.000,2.910,0.070,0.093,0.163,42,7.1,35,18,26,23,53.06
Jayden Struble,22,0,44,3,4,7,43,-2,945,918,2,23,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0.0,0.260,0.346,0.606,0.267,0.356,0.624,0.000,0.000,0.000,0.068,0.091,0.159,38,7.9,90,42,0,0,0.00
Jesse Ylönen,24,1,51,3,4,7,10,2,612,527,51,33,3,0,0,0,0,4,0,0,1,0,7,0,0,1,0,0.0,0.345,0.461,0.806,0.401,0.535,0.937,0.000,0.000,0.000,0.059,0.078,0.137,42,7.1,34,30,5,3,62.50
Brendan Brisson,22,1,13,2,5,7,2,-4,745,677,65,2,1,1,0,1,0,4,1,0,0,0,5,2,0,1,0,28.6,0.743,1.857,2.600,0.409,1.636,2.045,4.240,4.240,8.481,0.154,0.385,0.538,19,10.5,12,3,2,3,40.00
Nick DeSimone,29,0,25,2,5,7,2,-4,763,748,1,13,2,0,0,1,0,5,0,0,1,0,7,0,0,2,0,0.0,0.377,0.943,1.320,0.385,0.963,1.348,0.000,0.000,0.000,0.080,0.200,0.280,23,8.7,20,26,0,0,0.00
Nikita Zaitsev,32,0,30,2,5,7,10,-1,967,886,46,35,2,0,0,0,0,3,2,0,2,0,5,2,0,2,0,28.6,0.248,0.620,0.868,0.271,0.406,0.677,0.000,5.217,5.217,0.067,0.167,0.233,24,8.3,63,61,0,0,0.00
Walker Duehr,26,1,36,2,5,7,4,-4,474,466,6,1,2,0,0,0,0,5,0,0,2,0,7,0,0,2,0,0.0,0.421,1.053,1.474,0.428,1.071,1.500,0.000,0.000,0.000,0.056,0.139,0.194,26,7.7,60,12,1,5,16.67
Dennis Gilbert,27,0,33,1,6,7,16,-6,743,711,1,30,1,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0.0,0.147,0.881,1.028,0.153,0.920,1.074,0.000,0.000,0.000,0.030,0.182,0.212,23,4.4,58,49,0,0,0.00
Mark Giordano,40,0,38,1,6,7,33,6,1001,833,21,146,1,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0.0,0.095,0.568,0.662,0.114,0.682,0.796,0.000,0.000,0.000,0.026,0.158,0.184,46,2.2,42,76,0,0,0.00
Mattias Samuelsson,23,0,41,1,6,7,26,4,1230,1060,2,167,1,0,0,1,0,6,0,0,2,0,7,0,0,3,0,0.0,0.071,0.428,0.500,0.083,0.497,0.580,0.000,0.000,0.000,0.024,0.146,0.171,44,2.3,106,86,0,0,0.00
Samuel Blais,27,1,45,1,6,7,29,-8,574,558,15,0,1,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0.0,0.139,0.835,0.975,0.143,0.859,1.002,0.000,0.000,0.000,0.022,0.133,0.156,25,4.0,158,16,2,7,22.22
Noah Juulsen,26,0,50,1,6,7,20,0,889,774,2,112,1,0,0,0,0,6,0,0,2,0,7,0,0,2,0,0.0,0.081,0.486,0.567,0.093,0.558,0.651,0.000,0.000,0.000,0.020,0.120,0.140,26,3.9,150,80,0,0,0.00
Kyle Burroughs,28,0,57,1,6,7,63,-32,1145,1043,26,75,1,0,0,0,0,5,1,0,0,0,6,1,0,0,0,14.3,0.055,0.331,0.386,0.061,0.303,0.363,0.000,2.400,2.400,0.018,0.105,0.123,57,1.8,178,109,0,0,0.00
Joshua Mahura,25,0,23,0,7,7,18,-6,753,715,3,34,0,0,0,0,0,6,0,1,2,0,6,0,1,2,0,0.0,0.000,1.455,1.455,0.000,1.312,1.312,0.000,0.000,0.000,0.000,0.304,0.304,22,0.0,30,17,0,0,0.00
Parker Wotherspoon,26,0,34,0,7,7,25,7,1074,937,3,133,0,0,0,0,0,7,0,0,1,0,7,0,0,1,0,0.0,0.000,0.690,0.690,0.000,0.791,0.791,0.000,0.000,0.000,0.000,0.206,0.206,29,0.0,69,55,0,0,0.00
Ryan Johnson,22,0,41,0,7,7,12,3,832,821,3,7,0,0,0,0,0,7,0,0,2,0,7,0,0,2,0,0.0,0.000,0.739,0.739,0.000,0.748,0.748,0.000,0.000,0.000,0.000,0.171,0.171,35,0.0,8,39,0,0,0.00
Jarred Tinordi,31,1,43,0,7,7,46,-24,944,839,1,103,0,0,0,0,0,6,0,1,0,0,6,0,1,0,0,0.0,0.000,0.620,0.620,0.000,0.599,0.599,0.000,0.000,0.000,0.000,0.163,0.163,28,0.0,141,78,0,0,0.00
Isac Lundeström,24,1,31,4,2,6,0,-2,836,730,13,92,4,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0.0,0.555,0.278,0.833,0.636,0.318,0.953,0.000,0.000,0.000,0.129,0.065,0.194,25,16.0,32,14,83,101,45.11
Pierre-Edouard Bellemare,38,1,34,4,2,6,6,4,586,462,2,121,3,0,1,0,0,2,0,0,1,0,5,0,1,1,0,0.0,0.722,0.361,1.083,0.687,0.458,1.144,0.000,0.000,0.000,0.118,0.059,0.176,29,13.8,19,21,149,135,52.46
Dryden Hunt,28,1,17,3,3,6,0,1,692,673,19,0,3,0,0,1,0,3,0,0,1,0,6,0,0,2,0,0.0,0.918,0.918,1.835,0.944,0.944,1.887,0.000,0.000,0.000,0.176,0.176,0.353,25,12.0,40,4,1,2,33.33
Matthew Martin,34,1,43,3,3,6,31,6,549,546,1,1,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0.0,0.457,0.457,0.914,0.459,0.459,0.919,0.000,0.000,0.000,0.070,0.070,0.140,37,8.1,123,18,4,9,30.77
Jonatan Berggren,23,1,12,2,4,6,2,-1,651,608,43,0,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0.0,0.921,1.841,2.762,0.987,1.973,2.960,0.000,0.000,0.000,0.167,0.333,0.500,14,14.3,2,7,0,0,0.00
Brandt Clarke,20,0,16,2,4,6,10,-6,819,731,87,0,2,0,0,1,1,1,3,0,2,0,3,3,0,3,1,50.0,0.549,1.099,1.648,0.615,0.308,0.923,0.000,7.725,7.725,0.125,0.250,0.375,31,6.5,6,21,0,0,0.00
Jakub Vrana,27,1,21,2,4,6,8,-7,727,626,100,0,2,0,0,0,0,4,0,0,1,0,6,0,0,1,0,0.0,0.471,0.942,1.414,0.547,1.094,1.641,0.000,0.000,0.000,0.095,0.190,0.286,42,4.8,9,4,0,13,0.00
Carson Soucy,29,0,26,2,4,6,6,7,1054,939,16,98,1,1,0,0,0,3,1,0,1,0,4,2,0,1,0,33.3,0.263,0.525,0.788,0.147,0.442,0.590,8.353,8.353,16.705,0.077,0.154,0.231,16,12.5,32,41,0,0,0.00
Oliver Wahlstrom,23,1,31,2,4,6,8,-6,653,606,46,0,1,1,0,0,0,3,1,0,1,0,4,2,0,1,0,33.3,0.356,0.711,1.067,0.191,0.574,0.765,2.509,2.509,5.017,0.065,0.129,0.194,39,5.1,35,21,5,7,41.67
Nils Åman,23,1,35,2,4,6,6,-2,623,529,2,91,2,0,0,0,0,4,0,0,1,0,6,0,0,1,0,0.0,0.330,0.660,0.989,0.388,0.777,1.165,0.000,0.000,0.000,0.057,0.114,0.171,20,10.0,20,19,62,73,45.93
Henry Thrun,22,0,35,2,4,6,10,-11,1188,1059,25,103,1,1,0,0,0,3,1,0,0,0,4,2,0,0,0,33.3,0.173,0.346,0.519,0.097,0.291,0.388,4.100,4.100,8.200,0.057,0.114,0.171,38,5.3,20,49,0,0,0.00
Travis Dermott,27,0,41,2,4,6,24,-11,1027,874,1,150,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0.0,0.171,0.342,0.513,0.201,0.401,0.602,0.000,0.000,0.000,0.049,0.098,0.146,32,6.3,41,53,0,0,0.00
Travis Hamonic,33,0,47,2,4,6,40,-9,884,794,2,86,2,0,0,0,0,4,0,0,1,0,6,0,0,1,0,0.0,0.173,0.346,0.520,0.193,0.385,0.578,0.000,0.000,0.000,0.043,0.085,0.128,48,4.2,52,74,0,0,0.00
Conor Timmins,25,0,16,1,5,6,8,5,945,838,100,6,1,0,0,0,0,3,2,0,1,0,4,2,0,1,0,33.3,0.238,1.190,1.428,0.268,0.805,1.074,0.000,4.483,4.483,0.063,0.313,0.375,14,7.1,18,17,0,0,0.00
Declan Chisholm,23,0,17,1,5,6,6,-2,995,872,91,31,0,1,0,0,0,3,2,0,0,0,3,3,0,0,0,50.0,0.213,1.064,1.277,0.000,0.728,0.728,2.306,4.612,6.919,0.059,0.294,0.353,16,6.3,9,22,0,0,0.00
Zac Jones,23,0,22,1,5,6,4,-3,819,812,2,4,1,0,0,1,0,5,0,0,1,0,6,0,0,2,0,0.0,0.200,0.998,1.198,0.201,1.007,1.209,0.000,0.000,0.000,0.045,0.227,0.273,23,4.4,14,18,0,0,0.00
Josh Brown,29,0,38,1,5,6,64,-2,837,720,0,116,1,0,0,1,0,5,0,0,1,0,6,0,0,2,0,0.0,0.113,0.566,0.679,0.131,0.657,0.789,0.000,0.000,0.000,0.026,0.132,0.158,31,3.2,61,63,0,0,0.00
Joel Edmundson,30,0,47,1,5,6,19,-3,992,897,2,93,1,0,0,0,0,5,0,0,1,0,6,0,0,1,0,0.0,0.077,0.386,0.463,0.085,0.427,0.512,0.000,0.000,0.000,0.021,0.106,0.128,42,2.4,65,53,0,0,0.00
Luke Schenn,34,0,49,1,5,6,25,-1,906,811,2,93,1,0,0,0,0,5,0,0,2,0,6,0,0,2,0,0.0,0.081,0.405,0.486,0.091,0.453,0.543,0.000,0.000,0.000,0.020,0.102,0.122,66,1.5,154,57,0,0,0.00
Connor Brown,29,1,56,1,5,6,6,-8,779,647,23,109,1,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0.0,0.082,0.412,0.495,0.099,0.497,0.596,0.000,0.000,0.000,0.018,0.089,0.107,89,1.1,24,20,16,20,44.44
Filip Chytil,24,1,10,0,6,6,4,0,955,858,93,4,0,0,0,0,0,5,1,0,0,0,5,1,0,0,0,16.7,0.000,2.260,2.260,0.000,2.098,2.098,0.000,3.842,3.842,0.000,0.600,0.600,22,0.0,4,4,29,38,43.28
Andreas Athanasiou,29,1,13,0,6,6,0,-8,797,708,89,0,0,0,0,0,0,4,2,0,0,0,4,2,0,0,0,33.3,0.000,2.083,2.083,0.000,1.564,1.564,0.000,6.196,6.196,0.000,0.462,0.462,25,0.0,5,3,21,25,45.65
Ryker Evans,22,0,21,0,6,6,10,-3,1133,1026,88,18,0,0,0,0,0,2,4,0,1,0,2,4,0,1,0,66.7,0.000,0.907,0.907,0.000,0.334,0.334,0.000,7.725,7.725,0.000,0.286,0.286,27,0.0,33,21,0,0,0.00
Zachary Sanford,29,1,29,0,6,6,6,0,650,616,33,0,0,0,0,0,0,5,1,0,2,0,5,1,0,2,0,16.7,0.000,1.146,1.146,0.000,1.008,1.008,0.000,3.662,3.662,0.000,0.207,0.207,24,0.0,24,19,42,77,35.29
Isaak Phillips,22,0,33,0,6,6,22,-26,1024,934,4,84,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0.0,0.000,0.639,0.639,0.000,0.700,0.700,0.000,0.000,0.000,0.000,0.182,0.182,31,0.0,56,36,0,0,0.00
Ilya Lyubushkin,29,0,62,0,6,6,51,-12,1021,853,1,167,0,0,0,0,0,6,0,0,2,0,6,0,0,2,0,0.0,0.000,0.341,0.341,0.000,0.408,0.408,0.000,0.000,0.000,0.000,0.097,0.097,42,0.0,140,148,0,0,0.00
Thomas Bordeleau,21,1,11,4,1,5,6,-11,841,683,158,0,1,3,0,1,0,0,1,0,0,0,1,4,0,1,0,80.0,1.555,0.389,1.944,0.479,0.000,0.479,6.203,2.068,8.271,0.364,0.091,0.455,21,19.1,5,8,32,32,50.00
Michael Sgarbossa,31,1,16,3,2,5,2,1,686,666,16,3,3,0,0,1,0,1,1,0,0,0,4,1,0,1,0,20.0,0.983,0.655,1.638,1.013,0.338,1.350,0.000,13.383,13.383,0.188,0.125,0.313,21,14.3,9,2,50,64,43.86
Kyle MacLean,24,1,16,3,2,5,6,4,560,555,1,3,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0.0,1.203,0.802,2.006,1.214,0.810,2.024,0.000,0.000,0.000,0.188,0.125,0.313,11,27.3,28,4,49,64,43.36
John Ludvig,23,0,28,3,2,5,47,-11,704,656,0,48,3,0,0,1,0,2,0,0,0,0,5,0,0,1,0,0.0,0.547,0.365,0.912,0.588,0.392,0.980,0.000,0.000,0.000,0.107,0.071,0.179,20,15.0,63,28,0,0,0.00
Mark Kastelic,24,1,48,3,2,5,54,-6,432,424,4,3,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0.0,0.520,0.347,0.867,0.530,0.354,0.884,0.000,0.000,0.000,0.063,0.042,0.104,44,6.8,88,21,138,110,55.65
Oliver Kylington,26,0,20,2,3,5,6,1,970,920,14,35,2,0,0,0,0,3,0,0,1,0,5,0,0,1,0,0.0,0.371,0.557,0.928,0.391,0.587,0.978,0.000,0.000,0.000,0.100,0.150,0.250,25,8.0,13,35,0,0,0.00
Matt Coronato,21,1,21,2,3,5,4,-11,806,678,127,0,1,1,0,0,0,3,0,0,0,0,4,1,0,0,0,20.0,0.425,0.638,1.063,0.253,0.758,1.011,1.349,0.000,1.349,0.095,0.143,0.238,42,4.8,3,4,3,10,23.08
Axel Jonsson Fjällby,25,1,26,2,3,5,0,6,486,473,0,13,2,0,0,1,0,3,0,0,0,0,5,0,0,1,0,0.0,0.569,0.853,1.422,0.585,0.877,1.462,0.000,0.000,0.000,0.077,0.115,0.192,23,8.7,30,7,1,1,50.00
Reese Johnson,25,1,42,2,3,5,40,-20,655,576,1,77,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0.0,0.261,0.392,0.653,0.297,0.446,0.743,0.000,0.000,0.000,0.048,0.071,0.119,51,3.9,109,16,42,39,51.85
Dominic Toninato,29,1,15,1,4,5,6,7,611,606,2,2,1,0,0,1,0,4,0,0,1,0,5,0,0,2,0,0.0,0.392,1.570,1.962,0.396,1.583,1.979,0.000,0.000,0.000,0.067,0.267,0.333,12,8.3,26,9,52,57,47.71
Jacob Bryson,26,0,22,1,4,5,6,3,908,839,1,68,1,0,0,0,0,4,0,0,2,0,5,0,0,2,0,0.0,0.180,0.720,0.900,0.195,0.780,0.975,0.000,0.000,0.000,0.045,0.182,0.227,11,9.1,9,25,0,0,0.00
Matthew Phillips,25,1,30,1,4,5,0,-2,622,555,65,1,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0,0.193,0.771,0.963,0.216,0.864,1.080,0.000,0.000,0.000,0.033,0.133,0.167,20,5.0,8,15,1,1,50.00
Marc Staal,36,0,33,1,4,5,14,3,826,762,3,60,1,0,0,0,0,4,0,0,2,0,5,0,0,2,0,0.0,0.132,0.528,0.660,0.143,0.573,0.716,0.000,0.000,0.000,0.030,0.121,0.152,18,5.6,31,39,0,0,0.00
Nick Bonino,35,1,45,1,4,5,8,-12,735,613,0,121,1,0,0,0,0,4,0,0,1,0,5,0,0,1,0,0.0,0.109,0.435,0.544,0.130,0.522,0.652,0.000,0.000,0.000,0.022,0.089,0.111,31,3.2,10,78,207,199,50.99
Troy Stecher,29,0,48,1,4,5,28,5,1099,966,2,130,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0,0.068,0.273,0.341,0.078,0.311,0.388,0.000,0.000,0.000,0.021,0.083,0.104,46,2.2,57,68,0,0,0.00
John Klingberg,31,0,14,0,5,5,8,-7,1233,1029,203,0,0,0,0,0,0,3,2,0,1,1,3,2,0,1,1,40.0,0.000,1.043,1.043,0.000,0.750,0.750,0.000,2.526,2.526,0.000,0.357,0.357,14,0.0,13,15,0,0,0.00
Jared Spurgeon,34,0,16,0,5,5,2,5,1399,994,179,225,0,0,0,0,0,2,3,0,0,0,2,3,0,0,0,60.0,0.000,0.804,0.804,0.000,0.453,0.453,0.000,3.763,3.763,0.000,0.313,0.313,21,0.0,14,29,0,0,0.00
Caleb Jones,26,0,23,0,5,5,8,4,711,701,1,8,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0.0,0.000,1.100,1.100,0.000,1.116,1.116,0.000,0.000,0.000,0.000,0.217,0.217,18,0.0,32,25,0,0,0.00
Pierre-Olivier Joseph,24,0,36,0,5,5,6,-10,837,796,5,36,0,0,0,0,0,5,0,0,2,0,5,0,0,2,0,0.0,0.000,0.597,0.597,0.000,0.628,0.628,0.000,0.000,0.000,0.000,0.139,0.139,27,0.0,35,26,0,0,0.00
Justin Holl,31,0,37,0,5,5,22,8,907,841,2,63,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0.0,0.000,0.536,0.536,0.000,0.578,0.578,0.000,0.000,0.000,0.000,0.135,0.135,12,0.0,57,38,0,0,0.00
Scott Mayfield,31,0,41,0,5,5,35,-7,1125,970,1,154,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0.0,0.000,0.390,0.390,0.000,0.452,0.452,0.000,0.000,0.000,0.000,0.122,0.122,36,0.0,70,106,0,0,0.00
Mason Morelli,27,1,9,3,1,4,0,-3,645,614,15,15,2,1,0,0,0,1,0,0,0,0,3,1,0,0,0,25.0,1.860,0.620,2.480,1.303,0.651,1.954,25.899,0.000,25.899,0.333,0.111,0.444,9,33.3,21,6,2,4,33.33
Mitchell Chaffee,25,1,19,3,1,4,4,-1,656,644,11,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.0,0.866,0.289,1.154,0.882,0.294,1.176,0.000,0.000,0.000,0.158,0.053,0.211,16,18.8,52,13,0,1,0.00
Dylan Holloway,22,1,32,3,1,4,29,-3,662,646,4,11,3,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0.0,0.509,0.170,0.679,0.522,0.174,0.696,0.000,0.000,0.000,0.094,0.031,0.125,42,7.1,66,11,26,20,56.52
Ryan Reaves,36,1,38,3,1,4,34,-13,491,488,2,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.0,0.579,0.193,0.772,0.582,0.194,0.776,0.000,0.000,0.000,0.079,0.026,0.105,20,15.0,124,14,1,0,100.00
Taylor Hall,32,1,10,2,2,4,4,-3,979,765,213,0,2,0,0,1,0,1,1,0,0,0,3,1,0,1,0,25.0,0.735,0.735,1.470,0.940,0.470,1.410,0.000,1.686,1.686,0.200,0.200,0.400,20,10.0,7,3,6,3,66.67
Louis Belpedio,27,0,12,2,2,4,0,6,792,754,0,38,2,0,0,1,0,2,0,0,0,0,4,0,0,1,0,0.0,0.757,0.757,1.515,0.796,0.796,1.591,0.000,0.000,0.000,0.167,0.167,0.333,12,16.7,16,18,0,0,0.00
David Gustafsson,23,1,32,2,2,4,0,-3,540,483,0,56,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.417,0.417,0.833,0.465,0.465,0.931,0.000,0.000,0.000,0.063,0.063,0.125,20,10.0,19,14,85,73,53.80
Tyson Jost,25,1,33,2,2,4,10,-9,657,608,1,48,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.332,0.332,0.663,0.359,0.359,0.718,0.000,0.000,0.000,0.061,0.061,0.121,37,5.4,30,14,57,89,39.04
Jonah Gadjovich,25,1,34,2,2,4,90,1,447,437,4,4,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.474,0.474,0.947,0.484,0.484,0.968,0.000,0.000,0.000,0.059,0.059,0.118,29,6.9,72,11,0,0,0.00
Alex Turcotte,22,1,19,1,3,4,4,5,563,555,7,0,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.336,1.009,1.346,0.341,1.023,1.365,0.000,0.000,0.000,0.053,0.158,0.211,14,7.1,7,10,20,20,50.00
Haydn Fleury,27,0,21,1,3,4,18,5,966,900,1,64,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.177,0.532,0.710,0.190,0.571,0.762,0.000,0.000,0.000,0.048,0.143,0.190,20,5.0,30,31,0,0,0.00
Devin Shore,29,1,21,1,3,4,4,3,480,479,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.357,1.070,1.427,0.357,1.072,1.430,0.000,0.000,0.000,0.048,0.143,0.190,15,6.7,27,9,20,20,50.00
Matthew Nieto,31,1,22,1,3,4,4,5,696,547,3,146,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.235,0.705,0.940,0.299,0.897,1.197,0.000,0.000,0.000,0.045,0.136,0.182,13,7.7,14,9,0,0,0.00
Ethan Bear,26,0,24,1,3,4,10,-5,894,867,21,4,1,0,0,1,0,3,0,0,0,0,4,0,0,1,0,0.0,0.168,0.503,0.671,0.173,0.519,0.692,0.000,0.000,0.000,0.042,0.125,0.167,24,4.2,16,31,0,0,0.00
Jaret Anderson-Dolan,24,1,30,1,3,4,6,-4,657,621,0,35,0,0,1,0,0,3,0,0,0,0,3,0,1,0,0,0.0,0.182,0.547,0.730,0.000,0.580,0.580,0.000,0.000,0.000,0.033,0.100,0.133,29,3.5,53,21,20,27,42.55
Rasmus Ristolainen,29,0,31,1,3,4,8,-6,1001,908,40,52,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.116,0.348,0.464,0.128,0.383,0.511,0.000,0.000,0.000,0.032,0.097,0.129,46,2.2,56,45,0,0,0.00
Givani Smith,25,1,33,1,3,4,35,-9,457,457,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.238,0.715,0.954,0.239,0.716,0.955,0.000,0.000,0.000,0.030,0.091,0.121,28,3.6,75,11,2,3,40.00
Tyler Pitlick,32,1,34,1,3,4,4,-6,611,594,0,17,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.173,0.519,0.692,0.178,0.534,0.713,0.000,0.000,0.000,0.029,0.088,0.118,32,3.1,84,15,3,14,17.65
Chad Ruhwedel,33,0,47,1,3,4,4,-4,752,631,0,121,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.102,0.305,0.407,0.121,0.364,0.485,0.000,0.000,0.000,0.021,0.064,0.085,34,2.9,75,37,0,0,0.00
Simon Benoit,25,0,49,1,3,4,44,6,1015,928,1,85,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.072,0.217,0.289,0.079,0.237,0.316,0.000,0.000,0.000,0.020,0.061,0.082,46,2.2,173,76,0,0,0.00
