Name,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Matthew Benning,29,0,14,0,2,2,14,-5,1108,936,0,171,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.464,0.464,0.000,0.549,0.549,0.000,0.000,0.000,0.000,0.143,0.143,13,0.0,15,29,0,0,0.00
Jacob Bernard-Docker,23,0,14,0,2,2,4,-5,1012,942,6,63,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.508,0.508,0.000,0.546,0.546,0.000,0.000,0.000,0.000,0.143,0.143,4,0.0,11,40,0,0,0.00
Dennis Gilbert,27,0,15,0,2,2,9,-5,768,755,1,11,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.625,0.625,0.000,0.635,0.635,0.000,0.000,0.000,0.000,0.133,0.133,11,0.0,27,18,0,0,0.00
Jake McCabe,30,0,16,0,2,2,8,-3,1187,1045,7,134,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.379,0.379,0.000,0.430,0.430,0.000,0.000,0.000,0.000,0.125,0.125,19,0.0,37,29,0,0,0.00
Scott Mayfield,31,0,16,0,2,2,10,-1,1156,1021,0,134,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.389,0.389,0.000,0.441,0.441,0.000,0.000,0.000,0.000,0.125,0.125,15,0.0,24,48,0,0,0.00
Ross Johnston,29,1,17,0,2,2,29,0,461,456,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.918,0.918,0.000,0.928,0.928,0.000,0.000,0.000,0.000,0.118,0.118,12,0.0,28,8,1,0,100.00
Jan Rutta,33,0,20,0,2,2,8,-11,1118,941,13,162,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.322,0.322,0.000,0.382,0.382,0.000,0.000,0.000,0.000,0.100,0.100,16,0.0,11,36,0,0,0.00
Brendan Smith,34,0,21,0,2,2,32,-2,882,729,2,151,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.388,0.388,0.000,0.470,0.470,0.000,0.000,0.000,0.000,0.095,0.095,21,0.0,35,19,0,0,0.00
Calvin de Haan,32,0,22,0,2,2,6,-4,922,805,1,114,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.355,0.355,0.000,0.406,0.406,0.000,0.000,0.000,0.000,0.091,0.091,14,0.0,25,25,0,0,0.00
Nick Jensen,33,0,22,0,2,2,2,-3,1162,968,2,191,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,0.281,0.281,0.000,0.338,0.338,0.000,0.000,0.000,0.000,0.091,0.091,18,0.0,17,39,0,0,0.00
Connor Clifton,28,0,22,0,2,2,39,-7,936,839,1,95,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,0.350,0.350,0.000,0.390,0.390,0.000,0.000,0.000,0.000,0.091,0.091,18,0.0,53,24,0,0,0.00
Nico Sturm,28,1,22,0,2,2,8,-12,887,737,16,134,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,0.369,0.369,0.000,0.444,0.444,0.000,0.000,0.000,0.000,0.091,0.091,22,0.0,12,21,186,107,63.48
Marco Scandella,33,0,23,0,2,2,4,5,793,728,1,64,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.394,0.394,0.000,0.430,0.430,0.000,0.000,0.000,0.000,0.087,0.087,11,0.0,20,24,0,0,0.00
Jani Hakanpää,31,0,23,0,2,2,27,9,1135,907,3,224,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.276,0.276,0.000,0.345,0.345,0.000,0.000,0.000,0.000,0.087,0.087,13,0.0,45,42,0,0,0.00
Connor Murphy,30,0,23,0,2,2,26,-14,1143,986,6,150,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.274,0.274,0.000,0.317,0.317,0.000,0.000,0.000,0.000,0.087,0.087,22,0.0,51,55,0,0,0.00
Ilya Lyubushkin,29,0,24,0,2,2,20,-8,1024,842,1,180,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,0.293,0.293,0.000,0.356,0.356,0.000,0.000,0.000,0.000,0.083,0.083,18,0.0,47,63,0,0,0.00
Kyle Burroughs,28,0,24,0,2,2,28,-12,1136,992,58,85,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.264,0.264,0.000,0.302,0.302,0.000,0.000,0.000,0.000,0.083,0.083,26,0.0,49,49,0,0,0.00
Nick Deslauriers,32,1,25,0,2,2,30,-6,541,535,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.531,0.531,0.000,0.538,0.538,0.000,0.000,0.000,0.000,0.080,0.080,24,0.0,66,9,3,4,42.86
Maxwell Willman,28,1,4,1,0,1,0,0,683,682,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.318,0.000,1.318,1.319,0.000,1.319,0.000,0.000,0.000,0.250,0.000,0.250,5,20.0,3,1,0,0,0.00
Samuel Fagemo,23,1,4,1,0,1,0,0,589,475,114,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0,1.527,0.000,1.527,0.000,0.000,0.000,7.895,0.000,7.895,0.250,0.000,0.250,7,14.3,1,3,0,1,0.00
Kurtis MacDermid,29,0,5,1,0,1,7,1,258,256,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0,2.786,0.000,2.786,2.810,0.000,2.810,0.000,0.000,0.000,0.200,0.000,0.200,2,50.0,7,0,0,0,0.00
Jack Studnicka,24,1,5,1,0,1,0,2,611,542,21,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.178,0.000,1.178,1.327,0.000,1.327,0.000,0.000,0.000,0.200,0.000,0.200,4,25.0,6,1,4,7,36.36
Cole Guttman,24,1,6,1,0,1,0,-3,701,631,42,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.855,0.000,0.855,0.951,0.000,0.951,0.000,0.000,0.000,0.167,0.000,0.167,6,16.7,1,6,23,21,52.27
Eric Robinson,28,1,6,1,0,1,0,-2,760,663,3,92,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0,0.789,0.000,0.789,0.905,0.000,0.905,0.000,0.000,0.000,0.167,0.000,0.167,7,14.3,18,3,0,0,0.00
Nikita Zaitsev,32,0,7,1,0,1,2,4,827,789,3,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.622,0.000,0.622,0.652,0.000,0.652,0.000,0.000,0.000,0.143,0.000,0.143,3,33.3,14,13,0,0,0.00
Alexander Barabanov,29,1,7,1,0,1,2,-2,1000,822,178,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.514,0.000,0.514,0.626,0.000,0.626,0.000,0.000,0.000,0.143,0.000,0.143,10,10.0,3,1,0,0,0.00
Spencer Stastney,23,0,7,1,0,1,4,5,934,853,9,72,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0,0.550,0.000,0.550,0.603,0.000,0.603,0.000,0.000,0.000,0.143,0.000,0.143,5,20.0,0,11,0,0,0.00
Alexander Alexeyev,24,0,10,1,0,1,2,-1,701,670,0,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.513,0.000,0.513,0.537,0.000,0.537,0.000,0.000,0.000,0.100,0.000,0.100,6,16.7,5,11,0,0,0.00
Oskar Steen,25,1,11,1,0,1,2,1,522,522,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.627,0.000,0.627,0.627,0.000,0.627,0.000,0.000,0.000,0.091,0.000,0.091,11,9.1,17,9,0,1,0.00
Austin Watson,31,1,13,1,0,1,43,-1,398,397,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.694,0.000,0.694,0.696,0.000,0.696,0.000,0.000,0.000,0.077,0.000,0.077,9,11.1,35,8,0,1,0.00
Brayden Pachal,24,0,13,1,0,1,10,0,922,816,0,106,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.300,0.000,0.300,0.339,0.000,0.339,0.000,0.000,0.000,0.077,0.000,0.077,12,8.3,32,17,0,0,0.00
Matt Grzelcyk,29,0,14,1,0,1,4,0,959,890,11,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.268,0.000,0.268,0.289,0.000,0.289,0.000,0.000,0.000,0.071,0.000,0.071,21,4.8,10,16,0,0,0.00
Erik Brännström,24,0,14,1,0,1,14,1,913,807,16,89,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.282,0.000,0.282,0.318,0.000,0.318,0.000,0.000,0.000,0.071,0.000,0.071,19,5.3,4,18,0,0,0.00
Dylan Holloway,22,1,14,1,0,1,13,-3,683,649,6,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.376,0.000,0.376,0.396,0.000,0.396,0.000,0.000,0.000,0.071,0.000,0.071,23,4.4,26,8,7,6,53.85
Ryan Reaves,36,1,17,1,0,1,16,-10,452,450,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.468,0.000,0.468,0.470,0.000,0.470,0.000,0.000,0.000,0.059,0.000,0.059,8,12.5,36,1,1,0,100.00
Zachary Sanford,29,1,1,0,1,1,2,0,444,444,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,8.108,8.108,0.000,8.108,8.108,0.000,0.000,0.000,0.000,1.000,1.000,0,0.00,1,0,0,0,0.00
Declan Chisholm,23,0,2,0,1,1,0,1,693,636,56,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,2.597,2.597,0.000,2.828,2.828,0.000,0.000,0.000,0.000,0.500,0.500,0,0.00,0,2,0,0,0.00
Daniil Gushchin,21,1,2,0,1,1,0,0,897,873,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,2.007,2.007,0.000,2.062,2.062,0.000,0.000,0.000,0.000,0.500,0.500,3,0.0,0,5,0,1,0.00
Haydn Fleury,27,0,3,0,1,1,0,0,716,678,0,37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.674,1.674,0.000,1.768,1.768,0.000,0.000,0.000,0.000,0.333,0.333,0,0.00,3,2,0,0,0.00
Parker Wotherspoon,26,0,3,0,1,1,2,0,831,728,0,102,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.444,1.444,0.000,1.647,1.647,0.000,0.000,0.000,0.000,0.333,0.333,1,0.0,4,6,0,0,0.00
Andrew Peeke,25,0,4,0,1,1,0,-3,895,810,0,85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.005,1.005,0.000,1.111,1.111,0.000,0.000,0.000,0.000,0.250,0.250,3,0.0,6,8,0,0,0.00
Jonatan Berggren,23,1,4,0,1,1,2,1,628,595,32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.433,1.433,0.000,1.511,1.511,0.000,0.000,0.000,0.000,0.250,0.250,6,0.0,0,1,0,0,0.00
Rasmus Ristolainen,29,0,5,0,1,1,4,1,942,870,4,68,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.764,0.764,0.000,0.828,0.828,0.000,0.000,0.000,0.000,0.200,0.200,9,0.0,9,7,0,0,0.00
Pierre-Olivier Joseph,24,0,5,0,1,1,0,-2,785,752,29,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,0.000,0.917,0.917,0.000,0.956,0.956,0.000,0.000,0.000,0.000,0.200,0.200,6,0.0,1,3,0,0,0.00
Conor Timmins,25,0,5,0,1,1,0,3,891,778,113,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.808,0.808,0.000,0.925,0.925,0.000,0.000,0.000,0.000,0.200,0.200,1,0.0,4,6,0,0,0.00
Tyler Kleven,21,0,5,0,1,1,0,1,661,604,14,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.089,1.089,0.000,1.192,1.192,0.000,0.000,0.000,0.000,0.200,0.200,2,0.0,2,4,0,0,0.00
Matthew Highmore,27,1,6,0,1,1,0,-1,478,396,1,81,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.253,1.253,0.000,1.514,1.514,0.000,0.000,0.000,0.000,0.167,0.167,1,0.0,2,4,2,2,50.00
Lucas Johansen,26,0,6,0,1,1,4,1,856,831,2,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.701,0.701,0.000,0.722,0.722,0.000,0.000,0.000,0.000,0.167,0.167,4,0.0,1,7,0,0,0.00
Hardy Häman Aktell,25,0,6,0,1,1,2,-2,637,633,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.941,0.941,0.000,0.947,0.947,0.000,0.000,0.000,0.000,0.167,0.167,5,0.0,8,5,0,0,0.00
Jonah Gadjovich,25,1,7,0,1,1,41,-1,381,369,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.348,1.348,0.000,1.393,1.393,0.000,0.000,0.000,0.000,0.143,0.143,8,0.0,7,2,0,0,0.00
Jaret Anderson-Dolan,24,1,7,0,1,1,2,1,615,593,0,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.836,0.836,0.000,0.866,0.866,0.000,0.000,0.000,0.000,0.143,0.143,2,0.0,4,2,8,12,40.00
Roby Järventie,21,1,7,0,1,1,4,-5,451,451,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.140,1.140,0.000,1.140,1.140,0.000,0.000,0.000,0.000,0.143,0.143,5,0.0,4,6,11,24,31.43
Jayden Struble,22,0,7,0,1,1,0,1,713,708,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.721,0.721,0.000,0.726,0.726,0.000,0.000,0.000,0.000,0.143,0.143,6,0.0,7,5,0,0,0.00
Nicklas Bäckström,36,1,8,0,1,1,2,-3,873,739,130,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,0.000,0.515,0.515,0.000,0.609,0.609,0.000,0.000,0.000,0.000,0.125,0.125,12,0.0,2,5,44,40,52.38
Colin Miller,31,0,8,0,1,1,0,1,901,840,21,39,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.499,0.499,0.000,0.536,0.536,0.000,0.000,0.000,0.000,0.125,0.125,15,0.0,11,5,0,0,0.00
Patrick Brown,31,1,8,0,1,1,2,0,542,483,0,59,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,0.000,0.829,0.829,0.000,0.931,0.931,0.000,0.000,0.000,0.000,0.125,0.125,5,0.0,14,3,9,11,45.00
Zack MacEwen,27,1,8,0,1,1,25,-1,302,301,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,1.487,1.487,0.000,1.494,1.494,0.000,0.000,0.000,0.000,0.125,0.125,5,0.0,12,1,0,3,0.00
John Ludvig,23,0,8,0,1,1,9,-1,685,650,0,34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.657,0.657,0.000,0.692,0.692,0.000,0.000,0.000,0.000,0.125,0.125,7,0.0,13,6,0,0,0.00
Cody Glass,24,1,9,0,1,1,2,-2,825,602,221,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.485,0.485,0.000,0.664,0.664,0.000,0.000,0.000,0.000,0.111,0.111,17,0.0,8,3,41,27,60.29
Timothy Liljegren,24,0,10,0,1,1,0,-1,1075,913,53,107,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,100.0,0.000,0.335,0.335,0.000,0.000,0.000,0.000,6.691,6.691,0.000,0.100,0.100,6,0.0,8,18,0,0,0.00
Travis Dermott,27,0,10,0,1,1,6,-4,1048,867,3,178,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.343,0.343,0.000,0.415,0.415,0.000,0.000,0.000,0.000,0.100,0.100,13,0.0,5,14,0,0,0.00
Nikolai Knyzhov,25,0,10,0,1,1,6,-6,1058,949,40,69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.340,0.340,0.000,0.379,0.379,0.000,0.000,0.000,0.000,0.100,0.100,6,0.0,9,17,0,0,0.00
Jarred Tinordi,31,1,11,0,1,1,9,-3,894,789,0,104,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.366,0.366,0.000,0.415,0.415,0.000,0.000,0.000,0.000,0.091,0.091,8,0.0,29,19,0,0,0.00
Austin Czarnik,31,1,11,0,1,1,2,-3,515,499,11,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.635,0.635,0.000,0.656,0.656,0.000,0.000,0.000,0.000,0.091,0.091,10,0.0,1,3,40,35,53.33
Adam Erne,28,1,12,0,1,1,9,2,484,457,4,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.619,0.619,0.000,0.656,0.656,0.000,0.000,0.000,0.000,0.083,0.083,8,0.0,29,3,2,1,66.67
Zach Whitecloud,27,0,12,0,1,1,4,-5,1074,962,5,106,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.279,0.279,0.000,0.312,0.312,0.000,0.000,0.000,0.000,0.083,0.083,12,0.0,19,16,0,0,0.00
Zach Bogosian,33,0,13,0,1,1,2,3,767,730,12,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.361,0.361,0.000,0.379,0.379,0.000,0.000,0.000,0.000,0.077,0.077,17,0.0,16,13,0,0,0.00
Ryan Johnson,22,0,13,0,1,1,4,1,847,836,2,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.327,0.327,0.000,0.331,0.331,0.000,0.000,0.000,0.000,0.077,0.077,8,0.0,1,10,0,0,0.00
William Lagesson,27,0,14,0,1,1,6,-2,900,794,0,106,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.286,0.286,0.000,0.324,0.324,0.000,0.000,0.000,0.000,0.071,0.071,5,0.0,25,22,0,0,0.00
Noah Juulsen,26,0,14,0,1,1,10,-5,844,750,6,88,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.304,0.304,0.000,0.343,0.343,0.000,0.000,0.000,0.000,0.071,0.071,7,0.0,32,19,0,0,0.00
Ty Dellandrea,23,1,14,0,1,1,4,-5,736,594,0,141,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.349,0.349,0.000,0.433,0.433,0.000,0.000,0.000,0.000,0.071,0.071,12,0.0,21,3,36,52,40.91
Chad Ruhwedel,33,0,15,0,1,1,2,-3,733,603,0,129,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.327,0.327,0.000,0.398,0.398,0.000,0.000,0.000,0.000,0.067,0.067,9,0.0,18,14,0,0,0.00
Rasmus Kupari,23,1,15,0,1,1,4,-3,541,432,35,74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.443,0.443,0.000,0.555,0.555,0.000,0.000,0.000,0.000,0.067,0.067,22,0.0,8,4,43,54,44.33
Tyler Motte,28,1,16,0,1,1,6,-3,811,657,3,151,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.277,0.277,0.000,0.342,0.342,0.000,0.000,0.000,0.000,0.063,0.063,20,0.0,22,9,4,4,50.00
Connor Brown,29,1,16,0,1,1,2,-5,892,750,46,96,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.252,0.252,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.063,0.063,20,0.0,10,4,7,10,41.18
Benoit-Olivier Groulx,23,1,16,0,1,1,10,0,772,620,12,140,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0.0,0.000,0.291,0.291,0.000,0.363,0.363,0.000,0.000,0.000,0.000,0.063,0.063,12,0.0,29,7,57,66,46.34
Mark Friedman,28,0,18,0,1,1,19,4,743,733,5,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.000,0.269,0.269,0.000,0.273,0.273,0.000,0.000,0.000,0.000,0.056,0.056,14,0.0,21,29,0,0,0.00
Nate Schmidt,32,0,20,0,1,1,2,-4,1010,856,107,46,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,0.000,0.178,0.178,0.000,0.210,0.210,0.000,0.000,0.000,0.000,0.050,0.050,16,0.0,9,23,0,0,0.00
Dylan McIlrath,31,0,1,0,0,0,5,0,382,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,1,0,0,0,0.00
Nic Petan,28,1,1,0,0,0,0,0,514,351,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,0.0,2,0,1,0,100.00
Oskar Lindblom,27,1,1,0,0,0,0,-1,716,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,1,1,0,0,0.00
Jujhar Khaira,29,1,1,0,0,0,0,0,485,433,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,0,1,0,2,0.00
Max McCormick,31,1,1,0,0,0,0,0,338,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,0,0,0,0,0.00
Philippe Myers,26,0,1,0,0,0,0,-1,932,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,0.0,2,2,0,0,0.00
Jesper Boqvist,25,1,1,0,0,0,0,0,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,1,0,0,0,0.00
Mark Jankowski,29,1,1,0,0,0,0,0,755,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4,0.0,0,1,1,3,25.00
Victor Mete,25,0,1,0,0,0,0,0,652,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,0,1,0,0,0.00
Maxime Lajoie,26,0,1,0,0,0,0,-1,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,1,0,0,0,0.00
Trey Fix-Wolansky,24,1,1,0,0,0,0,0,752,656,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,1,1,0,1,0.00
Tobias Björnfot,22,0,1,0,0,0,0,0,612,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,0,1,0,0,0.00
Jan Jenik,23,1,1,0,0,0,0,-1,501,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,1,1,0,1,0.00
Ondrej Pavel,23,1,1,0,0,0,0,-1,419,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,0,0,1,3,25.00
Vladislav Kolyachonok,22,0,1,0,0,0,2,0,369,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,1,0,0,0,0.00
Cole McWard,22,0,1,0,0,0,0,0,545,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,0,0,0,0,0.00
Callahan Burke,26,1,1,0,0,0,0,0,426,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,1,0,0,0,0.00
Louis Crevier,22,0,1,0,0,0,0,0,959,952,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,2,1,0,0,0.00
Matthew Savoie,19,1,1,0,0,0,0,0,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,0,0,0,0,0.00
Jiri Kulich,19,1,1,0,0,0,0,-1,893,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,0,0,0,1,0.00
Mitchell Stephens,26,1,2,0,0,0,2,0,479,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,0.0,0,0,8,5,61.54
Samuel Laberge,26,1,2,0,0,0,0,0,185,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,3,0,0,0,0.00
Andrew Poturalski,29,1,2,0,0,0,0,-1,412,385,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,0,0,3,0,100.00
Joona Koppanen,25,1,2,0,0,0,0,0,503,454,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,0.0,1,1,1,5,16.67
Marian Studenic,25,1,2,0,0,0,2,-1,486,482,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0.0,4,0,0,0,0.00
